C_Address,C_Descrip,C_Date,C_Day of month,C_Hour,lat,lon
11TH ST / J ST,WARRANT SERVED - I RPT,1/15/2006 8:35,15,8,38.57995276,-121.4921151
2600 STOCKTON BLVD,MISSING PERSON,1/15/2006 9:00,15,9,38.55196871,-121.4564089
7465 RUSH RIVER DR, PC   PETTY THEFT/INSIDE,1/15/2006 9:00,15,9,38.48641086,-121.5348293
2060 AUBURN BLVD,TOWED/STORED VEHICLE,1/15/2006 9:13,15,9,38.62337866,-121.4177667
5157 CABOT CIR, VC AUTO THEFT LOCATE,1/15/2006 9:15,15,9,38.52891445,-121.4121889
MARYSVILLE BLVD / ACACIA AVE,TRAFFIC-ACCIDENT INJURY,1/15/2006 9:32,15,9,38.62130809,-121.4360584
125 OLMSTEAD DR,(B)()(A) VANDALISM/ -$,1/15/2006 9:33,15,9,38.62301794,-121.4648139
2600 STOCKTON BLVD,MISSING PERSON,1/15/2006 9:35,15,9,38.55196871,-121.4564089
T ST / 6TH ST,TOWED/STORED VEHICLE,1/15/2006 9:51,15,9,38.57071008,-121.5035416
5335 HARTONA WAY, PC  BATTERY CIVILIAN,1/15/2006 10:00,15,10,38.67151063,-121.5016483
2252 CORMORANT WAY,(B)()(A) VANDALISM/ -$,1/15/2006 10:00,15,10,38.60719135,-121.4265847
45TH ST / V ST,MISCELLANEOUS I RPT (ZMISC),1/15/2006 10:05,15,10,38.55545168,-121.4531476
27TH ST / B ST,SAFEKEEPING - I RPT,1/15/2006 10:10,15,10,38.58295257,-121.4667413
24TH AVE / FRANKLIN BLVD,TOWED/STORED VEHICLE,1/15/2006 10:25,15,10,38.53092764,-121.473272
19TH ST / MEADOWVIEW RD,(A) HIT/RUN,1/15/2006 10:37,15,10,38.48139564,-121.4946499
4121 33RD ST,(A)) PC BRANDISH FIREARM,1/15/2006 10:39,15,10,38.53692719,-121.4713923
OAK NOB WAY / STONECREEK DR, VC AUTO THEFT LOCATE,1/15/2006 10:40,15,10,38.62080376,-121.4945578
2259 RIVER PLAZA DR,(A)) PC BRANDISH FIREARM,1/15/2006 10:57,15,10,38.60753682,-121.5180813
3860 FLORIN RD, PETTY THEFT-SHOPLIFT,1/15/2006 11:00,15,11,38.49515388,-121.460842
155 CEDAR ROCK CIR, PC  BURGLARY RESIDENCE,1/15/2006 11:00,15,11,38.48077278,-121.4589523
1509 41ST ST,(B)() CERTIFICATE OF RELEA,1/15/2006 11:12,15,11,38.56388391,-121.4541917
7134 GLORIA DR,TOWED/STORED VEHICLE,1/15/2006 11:13,15,11,38.49676301,-121.5444825
2614 36TH ST,(B)()(A) VANDALISM/ -$,1/15/2006 11:19,15,11,38.55309553,-121.4666532
24TH ST / FLORIN RD, PC   PETTY THEFT/INSIDE,1/15/2006 11:19,15,11,38.49575914,-121.4827348
533 GRAND AVE,TRAFFIC-ACCIDENT-NON INJURY,1/15/2006 11:39,15,11,38.6370268,-121.4540237
2835 NORWOOD AVE, PC PETTY THEFT W/PRI CONV,1/15/2006 11:40,15,11,38.61960417,-121.4576083
4551 MACK RD, PETTY THEFT-SHOPLIFT,1/15/2006 11:41,15,11,38.47531506,-121.4487485
7500 SAN JOAQUIN ST,CASUALTY REPORT,1/15/2006 11:49,15,11,38.54284813,-121.4161265
2881 3RD AVE, PC   PETTY THEFT/INSIDE,1/15/2006 12:00,15,12,38.55308132,-121.4761683
3116 40TH ST,(A)VC TAKE VEH W/O OWNER,1/15/2006 12:00,15,12,38.54581386,-121.4608509
6019 STOCKTON BLVD,TELEPEST -I RPT,1/15/2006 12:00,15,12,38.5173841,-121.438141
2750 SUTTERVILLE RD,MISSING PERSON,1/15/2006 12:15,15,12,38.53881527,-121.479014
3615 NORTHGATE BLVD, PC ROBBERY-PURSE SNATCH,1/15/2006 13:00,15,13,38.6308389,-121.4769551
STOCKTON BLVD / PARKER AVE,TOWED/STORED VEHICLE,1/15/2006 13:16,15,13,38.53517026,-121.4473982
2334 MOSSY BANK DR,POSSIBLE MENTAL - I RPT,1/15/2006 13:30,15,13,38.60930037,-121.4956647
1814 19TH ST,G(B) PC ACCESS CARD FRAUD,1/15/2006 13:45,15,13,38.56796664,-121.4852542
2851 DEL PASO RD,(A) VC DUI-ALCOHOL/DRUGS,1/15/2006 13:50,15,13,38.65711399,-121.5245888
1334 LOS ROBLES BLVD,BATTERY - I RPT,1/15/2006 13:58,15,13,38.62985072,-121.4360573
5100 STOCKTON BLVD, PC   PETTY THEFT/INSIDE,1/15/2006 13:59,15,13,38.52823386,-121.4456482
3296 MARYSVILLE BLVD, PC  BATTERY CIVILIAN,1/15/2006 14:00,15,14,38.62852162,-121.4315485
512 10TH ST,(A) GRAND THEFT-INSIDE,1/15/2006 14:00,15,14,38.58541538,-121.4917054
4137 RIO LINDA BLVD,FAMILY DISTURBANCE - I RPT,1/15/2006 14:22,15,14,38.64330342,-121.4481004
1814 19TH ST, PC FORGERY,1/15/2006 14:27,15,14,38.56796664,-121.4852542
7774 SHRADER CIR,FOUND PROPERTY - I RPT,1/15/2006 14:30,15,14,38.47559478,-121.468608
1590 PEBBLEWOOD DR, PC  BURGLARY RESIDENCE,1/15/2006 14:30,15,14,38.62103382,-121.4975768
15TH ST / G ST,CASUALTY REPORT,1/15/2006 14:37,15,14,38.58174244,-121.4851233
470 BANNON ST,SAFEKEEPING - I RPT,1/15/2006 14:45,15,14,38.5943272,-121.4976565
906 12TH ST, WI DANGER SELF/OTHERS,1/15/2006 14:49,15,14,38.58053662,-121.4906312
4045 ROBINRIDGE WAY,THREATS - I RPT,1/15/2006 15:00,15,15,38.48615702,-121.4600086
POWER INN RD / 21ST AVE,TOWED/STORED VEHICLE,1/15/2006 15:00,15,15,38.53234249,-121.4091682
15TH ST / L ST, PC  BURGLARY VEHICLE,1/15/2006 15:00,15,15,38.57626112,-121.4875031
6425 STOCKTON BLVD,(A) PC GRAND THEFT,1/15/2006 15:00,15,15,38.50971647,-121.4345667
8520 KIEFER BLVD,THREATS - I RPT,1/15/2006 15:00,15,15,38.54670352,-121.3890139
545 K ST, PETTY THEFT-SHOPLIFT,1/15/2006 15:15,15,15,38.58052209,-121.4986248
W EL CAMINO AVE / NORTHGATE BLVD,NON INJ HR/MAIL OUT REPORT,1/15/2006 15:30,15,15,38.61124309,-121.4755625
14TH ST / H ST, PC  BURGLARY VEHICLE,1/15/2006 15:30,15,15,38.58100632,-121.4869337
3711 TRUXEL RD, PC  BURGLARY BUSINESS,1/15/2006 15:40,15,15,38.63819563,-121.5064571
3712 J ST, PC  PETTY THEFT/ OUTSIDE,1/15/2006 15:50,15,15,38.57015351,-121.4566551
1419 RENE AVE, VC AUTO THEFT LOCATE,1/15/2006 15:54,15,15,38.64253051,-121.4330439
8531 THYS CT,PERSON INFORMATION - I RPT,1/15/2006 16:00,15,16,38.51928736,-121.3889165
4315 MARTIN LUTHER KING BLVD,O/S AGENCY -ASSISTANCE- I RPT,1/15/2006 16:00,15,16,38.53580637,-121.4623494
5010 FREEPORT BLVD,ACCIDENTAL FIRES/ARSON -I RPT,1/15/2006 16:01,15,16,38.52823131,-121.4961221
3751 RIO LINDA BLVD, PAROLE VIO - I RPT,1/15/2006 16:02,15,16,38.63637281,-121.4464036
VALLEY HI DR / HITCHCOCK WAY,(A)PC POSS FORGED CHK/NOTE,1/15/2006 16:10,15,16,38.46550091,-121.4278127
4305 GRIFFITH DR,(A)HS POSS AMPHETAMINES,1/15/2006 16:24,15,16,38.5352893,-121.5110596
2703 24TH ST, PC ROBBERY- BUSINESS,1/15/2006 16:28,15,16,38.55487496,-121.4830057
547 WINDWARD WAY,HARASSMENT - I RPT,1/15/2006 16:30,15,16,38.50725401,-121.5420917
15TH ST / L ST, PC USE PERSONAL ID INFO,1/15/2006 16:30,15,16,38.57626112,-121.4875031
1649 BRIDGECREEK DR,VANDALISM - I RPT,1/15/2006 16:30,15,16,38.62070164,-121.4994973
1689 ARDEN WAY,(B)()PC  VANDALISM +$,1/15/2006 16:30,15,16,38.60154457,-121.42747
1 CLAUSS CT,SUSP PERS-NO CRIME - I RPT,1/15/2006 16:45,15,16,38.52935875,-121.4471706
ALHAMBRA BLVD / 2ND AVE, HS POSS DRUG PARAPH,1/15/2006 16:47,15,16,38.55408988,-121.4733179
931 PIEDMONT DR,(A)VC TAKE VEH W/O OWNER,1/15/2006 16:50,15,16,38.53190811,-121.5246711
6100 STOCKTON BLVD,(A)()AWDW/NO FIREARM/CIVIL,1/15/2006 17:00,15,17,38.51481284,-121.4390559
3007 CACTUS WAY,VANDALISM - I RPT,1/15/2006 17:00,15,17,38.62165064,-121.4860777
FRUITRIDGE RD / STOCKTON BLVD,LOST PROPERTY - I RPT,1/15/2006 17:00,15,17,38.52497346,-121.4425904
198 REDWOOD AVE,(B)()PC  VANDALISM +$,1/15/2006 17:00,15,17,38.60994784,-121.4619758
1900 S ST,(B)()PC  VANDALISM +$,1/15/2006 17:00,15,17,38.56671183,-121.4852738
1919 19TH ST,(B)()PC  VANDALISM +$,1/15/2006 17:00,15,17,38.56623766,-121.4854695
3723 JASMINE ST,(A)) PROHIBITED FIREARM,1/15/2006 17:02,15,17,38.63568789,-121.4269577
65TH STREET EXPY / ELDER CREEK RD,TOWED/STORED VEH-,1/15/2006 17:02,15,17,38.51052171,-121.4274484
GREENHAVEN DR / RUSH RIVER DR, PC  BURGLARY VEHICLE,1/15/2006 17:10,15,17,38.48376758,-121.5176621
3000 ACADEMY WAY,TOWED/STORED VEHICLE,1/15/2006 17:20,15,17,38.62009248,-121.426719
2287 EMPRESS ST,FOUND EVIDENCE-NON NARC -I RPT,1/15/2006 17:20,15,17,38.60720316,-121.4476589
981 ARCADE BLVD, WI DANGER SELF/OTHERS,1/15/2006 17:24,15,17,38.62587375,-121.4444058
2117 10TH ST,CASUALTY REPORT,1/15/2006 17:30,15,17,38.56750128,-121.4987233
4060 ARCHEAN WAY, PC  BURGLARY RESIDENCE,1/15/2006 17:30,15,17,38.47607779,-121.4590752
2815 FLORIN RD,(C) PASS FORGED NOTE,1/15/2006 17:45,15,17,38.49628491,-121.4744954
POWER INN RD / FOLSOM BLVD,(A) PC    CARJACKING,1/15/2006 18:00,15,18,38.54940296,-121.4091389
720 SUTLEY CIR,NON INJ HR/MAIL OUT REPORT,1/15/2006 18:00,15,18,38.48247425,-121.528986
2530 TRACTION AVE,(A)() AWDW/FIREARM/CIVILIA,1/15/2006 18:05,15,18,38.61220552,-121.4550362
685 EL CAMINO AVE,TERRORIST THREATS - I RPT,1/15/2006 18:05,15,18,38.61119745,-121.4514812
2016 63RD AVE,(A) VC DUI-ALCOHOL/DRUGS,1/15/2006 18:07,15,18,38.49391,-121.4936494
7702 QUINBY WAY, WI DANGER SELF/OTHERS,1/15/2006 18:25,15,18,38.47816161,-121.4508469
5021 46TH ST, PC  BURGLARY RESIDENCE,1/15/2006 18:28,15,18,38.52981887,-121.4521135
MANDY DR / SHINING STAR DR,POSSIBLE STOLEN PROPERTY-I RPT,1/15/2006 18:35,15,18,38.48289456,-121.4646725
3357 I ST,(A)VC TAKE VEH W/O OWNER,1/15/2006 19:00,15,19,38.57307276,-121.4608338
7806 CENTER PKWY, PETTY THEFT/LICENSE PLATE,1/15/2006 19:00,15,19,38.47397477,-121.438423
AUBURN BLVD / MARCONI CIR,(F) PC DIP - DISORDERLY,1/15/2006 19:24,15,19,38.62226264,-121.4219201
2936 TERILYN ST,(A)VC TAKE VEH W/O OWNER,1/15/2006 19:30,15,19,38.55265153,-121.3885434
4791 65TH ST,CHILD CUSTODY - I RPT,1/15/2006 19:44,15,19,38.53255722,-121.4284078
501 T ST,(B)()(A)VANDALISM GRAF-,1/15/2006 19:48,15,19,38.57120853,-121.5045175
6900 CEDAR BLUFF WAY,(A)VC TAKE VEH W/O OWNER,1/15/2006 20:00,15,20,38.4438703,-121.422141
6120 27TH ST,(A) GRAND THEFT-AUTO PARTS,1/15/2006 20:00,15,20,38.51433105,-121.4780917
38TH AVE / POWER INN RD,TOWED/STORED VEH-,1/15/2006 20:00,15,20,38.51890626,-121.4091152
1536 RESPONSE RD, PC  BURGLARY VEHICLE,1/15/2006 20:00,15,20,38.59841797,-121.4355115
5431 FOLSOM BLVD, PC  PETTY THEFT/ OUTSIDE,1/15/2006 20:03,15,20,38.55927178,-121.4394758
BROOKFIELD DR / MEADOWVIEW RD,(A)HS POSS CNTRL SUBST,1/15/2006 20:34,15,20,38.48093723,-121.4630104
X ST / 28TH ST,TOWED/STORED VEH-,1/15/2006 20:48,15,20,38.55841823,-121.4759018
4249 BALSAM ST,CASUALTY REPORT,1/15/2006 20:54,15,20,38.64537244,-121.4318973
STOCKTON BLVD / FOWLER AVE,(A)VC TAKE VEH W/O OWNER,1/15/2006 21:00,15,21,38.50591483,-121.4337511
3718 MADRONE WAY,(B)()PC  VANDALISM +$,1/15/2006 21:00,15,21,38.63570949,-121.5100872
2640 50TH AVE,IMPOUNDED VEHICLE,1/15/2006 21:19,15,21,38.50655626,-121.4766494
6119 MCLAREN AVE,(A)VC TAKE VEH W/O OWNER,1/15/2006 21:30,15,21,38.51538378,-121.5013574
47TH AVE / HOGAN DR, VC AUTO THEFT LOCATE,1/15/2006 21:36,15,21,38.51018807,-121.4880681
3217 W ST,(E) BATTERY NONCOHAB SPOUS,1/15/2006 21:39,15,21,38.55790108,-121.4696737
3976 67TH ST,(A)() AWDW/FIREARM/CIVILIA,1/15/2006 21:46,15,21,38.53899388,-121.4262201
6207 LOGAN ST,(B)()(A) VANDALISM/ -$,1/15/2006 22:00,15,22,38.51316736,-121.4139997
66 SANTIAGO AVE,(A)VC TAKE VEH W/O OWNER,1/15/2006 22:00,15,22,38.61188115,-121.4649745
6000 LEMON HILL AVE,(A)VC TAKE VEH W/O OWNER,1/15/2006 22:00,15,22,38.5149777,-121.4351262
7901 LA RIVIERA DR, PC  BURGLARY BUSINESS,1/15/2006 22:00,15,22,38.55783227,-121.4100658
6647 VALLEY HI DR,(A)VC TAKE VEH W/O OWNER,1/15/2006 22:00,15,22,38.47206919,-121.4283609
1785 CHALLENGE WAY,FOUND PROPERTY - I RPT,1/15/2006 22:00,15,22,38.59803885,-121.4259795
4180 NORTHGATE BLVD,G(B) PC ACCESS CARD FRAUD,1/15/2006 22:00,15,22,38.64520155,-121.4748364
18TH ST / 19TH ST,(A) VC DUI-ALCOHOL/DRUGS,1/15/2006 22:19,15,22,38.53689812,-121.4943793
3935 FELL ST,(A)VC TAKE VEH W/O OWNER,1/15/2006 22:30,15,22,38.63974929,-121.4365076
1735 ARDEN WAY, PC  BURGLARY BUSINESS,1/15/2006 22:30,15,22,38.59954474,-121.4239904
4301 NORWOOD AVE, PC  PETTY THEFT AUTO PART,1/15/2006 22:30,15,22,38.64622418,-121.4577943
SANTIAGO AVE / GROVE AVE, PC   POSS OF BURG TOOLS,1/15/2006 22:33,15,22,38.61214339,-121.4593589
MEADOWVIEW RD / DETROIT BLVD,TOWED/STORED VEHICLE,1/15/2006 22:44,15,22,38.48151147,-121.4684313
8TH ST / J ST,TOWED/STORED VEHICLE,1/15/2006 22:49,15,22,38.58102199,-121.496127
22ND ST / V ST W ST ALY, HS POSS DRUG PARAPH,1/15/2006 22:59,15,22,38.56221292,-121.4831868
3464 RANCHO RIO WAY,(B)()PC  VANDALISM +$,1/15/2006 23:00,15,23,38.63121921,-121.4827635
6715 GLORIA DR,GRAFFITI PROBLEMS- I RPT,1/15/2006 23:00,15,23,38.50298477,-121.5346969
3102 STANHOPE WAY,(B)()PC  VANDALISM +$,1/15/2006 23:00,15,23,38.62419798,-121.4939842
TAMOSHANTER WAY / KIRK WAY,TOWED/STORED VEH-,1/15/2006 23:01,15,23,38.48225136,-121.4869374
4140 71ST ST,(B)()PC  VANDALISM +$,1/15/2006 23:03,15,23,38.53759463,-121.4214941
3625 3RD AVE, PC  BURGLARY RESIDENCE,1/15/2006 23:10,15,23,38.55142764,-121.4664139
7190 CALVINE RD,(A)VC TAKE VEH W/O OWNER,1/15/2006 23:13,15,23,38.44925003,-121.4189374
22ND ST / G ST,(B)HS POSS -GR MARIJ,1/15/2006 23:17,15,23,38.57925951,-121.4758116
7376 FRANKLIN BLVD,(A) BP POSS SHOP CART,1/15/2006 23:17,15,23,38.48945629,-121.4562033
2200 FAIR OAKS BLVD,(A)() PC DIRK/DAGGER,1/15/2006 23:20,15,23,38.57386726,-121.4146624
2430 O ST, PETTY THEFT/LICENSE PLATE,1/15/2006 23:30,15,23,38.56912794,-121.4760225
3008 O ST,(A)VC TAKE VEH W/O OWNER,1/15/2006 23:30,15,23,38.56713881,-121.4685593
3561 TRUXEL RD, PC   PETTY THEFT/INSIDE,1/15/2006 23:30,15,23,38.63449242,-121.5028488
8TH ST / K ST,ROBBERY - I RPT,1/15/2006 23:40,15,23,38.57991197,-121.4966071
STOCKTON BLVD / 2ND AVE,(A)()PC RESIST PEACE OFFCR,1/15/2006 23:53,15,23,38.55117621,-121.4554708
4601 65TH ST,(B)()PC  VANDALISM +$,1/15/2006 23:58,15,23,38.53338734,-121.4280236
MARYSVILLE BLVD / ACACIA AVE, VC +DUI IN  YEARS,1/15/2006 23:58,15,23,38.62130809,-121.4360584
6316 GLORIA DR,MISCELLANEOUS I RPT (ZMISC),1/16/2006 0:00,16,0,38.51182977,-121.5193388
6 HEALDSBURG CT,(B)()(A) VANDALISM/ -$,1/16/2006 0:00,16,0,38.49457685,-121.5340459
2721 I ST,(A)VC TAKE VEH W/O OWNER,1/16/2006 0:01,16,0,38.57540163,-121.4692183
1461 8TH AVE, PC  BURGLARY VEHICLE,1/16/2006 0:01,16,0,38.54839044,-121.5001967
2501 ATLAS AVE,LOST PROPERTY - I RPT,1/16/2006 0:01,16,0,38.53191169,-121.4813961
1060 LAKE FRONT DR, PC  BURGLARY VEHICLE,1/16/2006 0:01,16,0,38.48201109,-121.5192006
1921 OAK BLUFF WAY, PC PETTY THEFT,1/16/2006 0:01,16,0,38.62034607,-121.5049355
3356 LA CADENA WAY,POSSIBLE FINANCIAL CRIME-I RPT,1/16/2006 0:01,16,0,38.68098352,-121.5359129
3917 DOWNEY WAY, PETTY THEFT/LICENSE PLATE,1/16/2006 0:01,16,0,38.55649326,-121.4627146
FREEPORT BLVD / FRUITRIDGE RD,(A) RECEIVE STOLEN PROPERTY,1/16/2006 0:02,16,0,38.52472122,-121.497206
1200 DIXIEANNE AVE,(B)()(A)VANDALISM GRAF-,1/16/2006 0:07,16,0,38.60910072,-121.4391121
ELEANOR AVE / GROVE AVE,(A) PC    CARJACKING,1/16/2006 0:10,16,0,38.61692679,-121.4593506
DEER MEADOW DR / BLACK TAIL DR,(A)()PC RESIST PEACE OFFCR,1/16/2006 0:35,16,0,38.47279606,-121.4584189
1948 OAK BLUFF WAY,(B)()(A)VANDALISM GRAF-,1/16/2006 1:00,16,1,38.62075458,-121.5035046
4810 ORTEGA ST,TOWED/STORED VEHICLE,1/16/2006 1:04,16,1,38.53146922,-121.4321886
2516 10TH AVE,(A) PC GRAND THEFT,1/16/2006 1:15,16,1,38.54291261,-121.4809351
2108 ROCKBRIDGE RD,(A)VC TAKE VEH W/O OWNER,1/16/2006 2:00,16,2,38.60415069,-121.4225359
1617 T ST,NEIGHBORHOOD DISTURBANCE-I RPT,1/16/2006 2:26,16,2,38.56706435,-121.489227
REDONDO AVE / EDGEWATER RD,(A) VC EVADING/RECKLESS,1/16/2006 2:52,16,2,38.62025306,-121.4625036
715 L ST,MISSING PERSON LOCATE O/S ASSI,1/16/2006 3:43,16,3,38.57905171,-121.4976906
2630 PRINCETON ST, PC  BURGLARY RESIDENCE,1/16/2006 4:00,16,4,38.61332448,-121.4296538
8008 BUTTE AVE,(A)VC TAKE VEH W/O OWNER,1/16/2006 5:00,16,5,38.53643802,-121.4099629
23 SMOKEY LEAF CT,(A)VC TAKE VEH W/O OWNER,1/16/2006 5:20,16,5,38.65844332,-121.4577329
14TH AVE / W RAILROAD AVE,(A) HIT/RUN,1/16/2006 5:30,16,5,38.5395643,-121.4134753
8210 ALPINE AVE,M(A) PC OBSCENE/THREAT CALL,1/16/2006 5:47,16,5,38.53480542,-121.403778
2958 BELDEN ST,(A)VC TAKE VEH W/O OWNER,1/16/2006 6:00,16,6,38.62170181,-121.4413756
30TH ST / P ST,TRAFFIC-ACCIDENT-NON INJURY,1/16/2006 6:39,16,6,38.56649196,-121.4694175
3109 OCCIDENTAL DR,(A)VC TAKE VEH W/O OWNER,1/16/2006 7:00,16,7,38.55129902,-121.3919084
8200 CENTER PKWY, US DESTRUCT OF MAIL RECEP,1/16/2006 7:00,16,7,38.4599725,-121.4304273
4032 LOUGANIS WAY,MISSING PERSON,1/16/2006 7:00,16,7,38.46323227,-121.4579047
1329 N C ST, WI DANGER SELF/OTHERS,1/16/2006 7:23,16,7,38.5911563,-121.4834494
7715 COLLEGE TOWN DR,HARASSMENT - I RPT,1/16/2006 7:45,16,7,38.55564283,-121.4147524
1115 11TH ST, SCC UNLAWFUL CAMPING,1/16/2006 7:56,16,7,38.57834239,-121.4924554
4326 NORWOOD AVE,(A) HIT/RUN,1/16/2006 8:00,16,8,38.64645937,-121.4564165
819 POTOMAC AVE,(B)()(A) VANDALISM/ -$,1/16/2006 8:00,16,8,38.6226048,-121.4808309
4790 FRANKLIN BLVD,(C) PASS FORGED NOTE,1/16/2006 8:00,16,8,38.53171831,-121.4738395
1900 11TH AVE, PC  BURGLARY VEHICLE,1/16/2006 8:00,16,8,38.54410192,-121.4933982
3011 J ST, PC  BURGLARY BUSINESS,1/16/2006 8:07,16,8,38.57331893,-121.4659563
1118 7TH ST, SCC UNLAWFUL CAMPING,1/16/2006 8:12,16,8,38.57966477,-121.4984909
5341 WHITTIER DR, PETTY THEFT/LICENSE PLATE,1/16/2006 8:30,16,8,38.52744677,-121.4206325
30TH ST / 13TH AVE,TRAFFIC-ACCIDENT-NON INJURY,1/16/2006 8:30,16,8,38.54029357,-121.4743742
820 RIVERVIEW CT, PC USE PERSONAL ID INFO,1/16/2006 8:39,16,8,38.52958544,-121.5281194
1005 12TH ST,GRAND THEFT - I RPT,1/16/2006 8:47,16,8,38.57929276,-121.4906436
8200 14TH AVE, VC AUTO THEFT LOCATE,1/16/2006 8:48,16,8,38.53952825,-121.4021408
3630 3RD AVE,(B) PC ESCAPE FROM ARREST,1/16/2006 8:49,16,8,38.55078839,-121.466534
629 J ST, SCC UNLAWFUL CAMPING,1/16/2006 8:50,16,8,38.58176147,-121.4975806
5200 49TH ST, PC  BURGLARY RESIDENCE,1/16/2006 9:00,16,9,38.52800022,-121.4473209
5950 LAGUNA RANCH CIR, US DESTRUCT OF MAIL RECEP,1/16/2006 9:08,16,9,38.44968715,-121.4356632
23 NAUTILUS CT,(B)()(A)VANDALISM GRAF-,1/16/2006 9:09,16,9,38.50749407,-121.5437781
2146 SOUTH AVE,(A) PC VIO DV COURT ORDER,1/16/2006 9:20,16,9,38.63248017,-121.4164146
2954 DEL PASO BLVD,MISSING PERSON,1/16/2006 9:30,16,9,38.61940652,-121.4346488
1116 15TH ST,(B)()(A) VANDALISM/ -$,1/16/2006 9:30,16,9,38.5766684,-121.487703
27TH ST / V ST,TOWED/STORED VEHICLE,1/16/2006 9:31,16,9,38.56099013,-121.4762781
J ST / 3RD ST, SCC UNLAWFUL CAMPING,1/16/2006 9:35,16,9,38.582786,-121.5027369
2686 RINGGOLD ST, WI DANGER SELF/OTHERS,1/16/2006 9:38,16,9,38.56107472,-121.5054972
1901 ARDEN WAY,(A)VC TAKE VEH W/O OWNER,1/16/2006 9:45,16,9,38.59875634,-121.4211729
3651 BUSINESS DR,TOWED/STORED VEHICLE,1/16/2006 10:04,16,10,38.54158377,-121.4186088
Q ST / 16TH ST,TRAFFIC-ACCIDENT-NON INJURY,1/16/2006 10:08,16,10,38.57037029,-121.4885667
26TH ST / V ST,TOWED/STORED VEHICLE,1/16/2006 10:13,16,10,38.56134765,-121.4776149
X ST / 19TH ST,TRAFFIC-ACCIDENT-NON INJURY,1/16/2006 10:14,16,10,38.56161882,-121.487909
5550 S WATT AVE,(E) BATTERY NONCOHAB SPOUS,1/16/2006 10:25,16,10,38.5255861,-121.3708954
33RD ST / C ST,TOWED/STORED VEHICLE,1/16/2006 10:34,16,10,38.57948658,-121.4583296
NEWMAN CT / CARLSON DR, PC  ROBBERY UNSPECIFIED,1/16/2006 10:48,16,10,38.56729391,-121.4290494
6391 LOCHINVAR WAY, PC THREAT/INTENT TO TERROR,1/16/2006 11:00,16,11,38.45720146,-121.4286823
3555 AUBURN BLVD,MISSING PERSON,1/16/2006 11:00,16,11,38.63862878,-121.3815598
5387 HALE CT,POSSIBLE STOLEN PROPERTY-I RPT,1/16/2006 11:00,16,11,38.58017843,-121.4274875
FRANKLIN BLVD / FLORIN RD,TOWED/STORED VEHICLE,1/16/2006 11:11,16,11,38.49601155,-121.4592772
1500 ARDEN WAY,(A)VC TAKE VEH W/O OWNER,1/16/2006 11:15,16,11,38.60058081,-121.4308265
2555 AUBURN BLVD,MISSING PERSON,1/16/2006 11:30,16,11,38.62987269,-121.4021042
1111 LOS ROBLES BLVD, PC  BATTERY CIVILIAN,1/16/2006 11:43,16,11,38.62982199,-121.4414625
3892 ROBINRIDGE WAY,MISSING PERSON,1/16/2006 11:45,16,11,38.48575193,-121.4626458
EL CAMINO AVE / BOXWOOD ST, PAROLE VIO - I RPT,1/16/2006 12:00,16,12,38.61112011,-121.4461937
2008 10TH ST, PETTY THEFT/LICENSE PLATE,1/16/2006 12:00,16,12,38.56900613,-121.4987407
7453 GREENHAVEN DR,MISSING PERSON,1/16/2006 12:00,16,12,38.48697183,-121.5169453
7453 GREENHAVEN DR,MISSING PERSON,1/16/2006 12:00,16,12,38.48697183,-121.5169453
8459 DARTFORD DR,POSSIBLE FINANCIAL CRIME-I RPT,1/16/2006 12:00,16,12,38.44870771,-121.4230482
2245 FLORIN RD,TRAFFIC-ACCIDENT INJURY,1/16/2006 12:05,16,12,38.49647089,-121.4847038
2335 BOXWOOD ST,ASSAULT WITH WEAPON - I RPT,1/16/2006 12:15,16,12,38.60833456,-121.4465233
1441 RICHARDS BLVD,THREATS - I RPT,1/16/2006 12:29,16,12,38.59556161,-121.4787324
2633 RIVERSIDE BLVD,NON INJ HR/MAIL OUT REPORT,1/16/2006 12:30,16,12,38.56068556,-121.4992887
6051 MACK RD, PC   PETTY THEFT/INSIDE,1/16/2006 13:00,16,13,38.47591105,-121.4312015
28TH ST / D ST,TRAFFIC-ACCIDENT INJURY,1/16/2006 13:00,16,13,38.5804026,-121.466365
FRANKLIN BLVD / 12TH AVE,(A) HIT/RUN,1/16/2006 13:00,16,13,38.54106323,-121.47576
9TH AVE / RIVERSIDE BLVD, PC  BURGLARY VEHICLE,1/16/2006 13:00,16,13,38.54843831,-121.506875
5151 F ST, WI DANGER SELF/OTHERS,1/16/2006 13:09,16,13,38.57167967,-121.4392594
2508 28TH AVE,(E) BATTERY NONCOHAB SPOUS,1/16/2006 13:21,16,13,38.52647452,-121.4807365
4951 PRISCILLA LN,CASUALTY REPORT,1/16/2006 13:30,16,13,38.53057039,-121.414923
RICHARDS BLVD / BERCUT DR,(A)VC TAKE VEH W/O OWNER,1/16/2006 13:30,16,13,38.59723293,-121.5022303
4316 8TH AVE, HS POSS SALE RCK COCAI,1/16/2006 13:49,16,13,38.54434994,-121.4560858
7901 DEER LAKE DR,TOWED/STORED VEHICLE,1/16/2006 13:51,16,13,38.47049831,-121.4608988
1118 7TH ST, BP  POSS OF HYPO NEEDLE,1/16/2006 13:52,16,13,38.57966477,-121.4984909
2958 S MEADOWS PL,MISSING PERSON,1/16/2006 14:00,16,14,38.4934631,-121.4705051
545 K ST, PC  BURGLARY VEHICLE,1/16/2006 14:00,16,14,38.58052209,-121.4986248
